customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
1054,Male,27,9/08/1983,Nuclear Power Engineer,Manufacturing,Mass Customer,FALSE,TRUE,13,2118,NSW,11
1055,Female,30,8/06/1988,Data Coordiator,Manufacturing,Mass Customer,FALSE,FALSE,12,2570,NSW,10
1056,Male,96,18/12/1966,Software Test Engineer IV,Manufacturing,Affluent Customer,FALSE,FALSE,6,2260,NSW,7
1057,Female,73,6/04/1969,Registered Nurse,Health,Mass Customer,FALSE,FALSE,5,2065,NSW,12
1058,Female,37,24/10/1987,Research Assistant IV,Retail,Affluent Customer,FALSE,TRUE,4,3977,VIC,6
1059,Female,68,16/02/1968,Account Representative III,Entertainment,High Net Worth,FALSE,TRUE,6,2016,NSW,11
1060,Female,88,23/11/1961,Associate Professor,Argiculture,Affluent Customer,FALSE,TRUE,13,2112,NSW,11
1062,Female,32,28/09/1975,Junior Executive,,Mass Customer,FALSE,FALSE,14,2228,NSW,11
1063,Male,22,1/03/1987,Actuary,Financial Services,Affluent Customer,FALSE,TRUE,13,2217,NSW,10
1064,Male,3,13/06/1977,Librarian,Entertainment,Affluent Customer,FALSE,TRUE,8,2223,NSW,8
1065,Male,8,27/06/1962,Quality Engineer,Financial Services,Mass Customer,FALSE,TRUE,8,2018,NSW,9
1066,Male,45,6/10/1995,Recruiter,Telecommunications,High Net Worth,FALSE,FALSE,12,3109,VIC,10
1067,Female,13,17/05/1965,Engineer IV,Financial Services,Mass Customer,FALSE,TRUE,13,2315,NSW,9
1068,Male,5,21/03/1995,,Health,Mass Customer,FALSE,TRUE,3,2170,NSW,8
1069,Male,85,15/04/1976,Web Designer I,Telecommunications,Mass Customer,FALSE,FALSE,15,4053,QLD,7
1070,Male,5,4/06/1995,Account Representative IV,,Mass Customer,FALSE,FALSE,1,4300,QLD,4
1071,Male,68,29/12/1986,,Retail,High Net Worth,FALSE,FALSE,1,2619,NSW,7
1072,Male,60,1/06/1957,Senior Cost Accountant,Financial Services,High Net Worth,FALSE,TRUE,8,2452,NSW,3
1073,Female,77,25/02/1980,Associate Professor,,Affluent Customer,FALSE,TRUE,7,2229,NSW,10
1074,Male,43,14/07/1974,Accounting Assistant IV,,High Net Worth,FALSE,TRUE,18,2800,NSW,3
1075,Male,26,25/07/1967,Administrative Officer,Manufacturing,High Net Worth,FALSE,FALSE,7,2880,NSW,1
1076,Male,33,6/06/2000,Pharmacist,Health,Affluent Customer,FALSE,FALSE,2,2515,NSW,9
1077,Female,8,11/10/1955,,Telecommunications,Mass Customer,FALSE,TRUE,18,4020,QLD,7
1078,Male,69,5/06/1976,Executive Secretary,Manufacturing,Mass Customer,FALSE,FALSE,20,2193,NSW,9
1079,Male,70,3/01/1978,Nurse Practicioner,Manufacturing,Mass Customer,FALSE,FALSE,18,2064,NSW,9
1080,Female,70,26/12/1999,Speech Pathologist,Property,Mass Customer,FALSE,TRUE,2,4220,QLD,9
1081,Female,25,21/10/1985,Social Worker,Health,Mass Customer,FALSE,FALSE,16,2450,NSW,8
1083,Male,46,7/08/1996,VP Product Management,,Affluent Customer,FALSE,FALSE,1,4035,QLD,8
1084,Female,54,18/05/1994,Accounting Assistant I,Retail,Affluent Customer,FALSE,FALSE,8,2322,NSW,4
1085,Male,4,12/09/1975,Internal Auditor,Health,Mass Customer,FALSE,FALSE,8,4509,QLD,7
1086,Male,84,21/06/1989,Statistician IV,Property,Mass Customer,FALSE,TRUE,4,3138,VIC,9
1087,Female,39,18/09/1979,Financial Analyst,Financial Services,Mass Customer,FALSE,TRUE,8,3029,VIC,5
1088,Female,19,21/07/1989,Design Engineer,,High Net Worth,FALSE,TRUE,3,3441,VIC,9
1089,Female,90,17/09/1988,Product Engineer,Property,Affluent Customer,FALSE,FALSE,12,3136,VIC,9
1091,Male,19,15/04/1980,,Health,Mass Customer,FALSE,FALSE,15,3023,VIC,7
1092,Female,56,22/08/1935,VP Quality Control,Retail,Mass Customer,FALSE,FALSE,5,3337,VIC,3
1093,Female,63,13/09/1996,Business Systems Development Analyst,,Affluent Customer,FALSE,FALSE,5,2216,NSW,10
1094,Male,48,27/12/1975,Dental Hygienist,Health,High Net Worth,FALSE,FALSE,19,4074,QLD,7
1095,Female,2,29/08/1958,Project Manager,Health,Mass Customer,FALSE,FALSE,6,2101,NSW,9
1096,Male,33,29/11/1969,Software Test Engineer I,Health,High Net Worth,FALSE,FALSE,14,2153,NSW,9
1097,Female,71,31/01/1968,Engineer II,Financial Services,Mass Customer,FALSE,TRUE,18,2164,NSW,8
1098,Female,99,1/02/1989,Administrative Assistant IV,Financial Services,Mass Customer,FALSE,TRUE,12,2160,NSW,9
1099,Male,12,13/01/1975,Tax Accountant,Manufacturing,Affluent Customer,FALSE,TRUE,11,2756,NSW,8
1100,Male,59,2/01/1983,Engineer I,Manufacturing,Mass Customer,FALSE,FALSE,15,4510,QLD,3
1101,Female,76,22/12/1968,Senior Editor,,Mass Customer,FALSE,FALSE,15,2075,NSW,11
1102,Female,16,17/08/1976,Recruiting Manager,Manufacturing,Affluent Customer,FALSE,FALSE,15,2647,NSW,3
1103,Female,76,30/01/1978,Financial Advisor,Financial Services,High Net Worth,FALSE,TRUE,20,2154,NSW,10
1104,Female,82,31/12/1959,Programmer III,Retail,Mass Customer,FALSE,FALSE,8,2565,NSW,6
1105,Male,39,10/02/1990,General Manager,,Mass Customer,FALSE,FALSE,18,2731,NSW,4
1106,Female,2,17/12/1962,Software Consultant,Retail,Mass Customer,FALSE,FALSE,15,3185,VIC,11
1107,Female,70,17/07/1974,Social Worker,Health,High Net Worth,FALSE,FALSE,18,2164,NSW,9
1108,Female,86,6/03/1962,Dental Hygienist,Health,Mass Customer,FALSE,FALSE,17,2323,NSW,5
1109,Male,21,1/09/1989,Web Developer II,Entertainment,High Net Worth,FALSE,FALSE,6,3130,VIC,9
1110,Male,73,17/03/1991,Information Systems Manager,Retail,High Net Worth,FALSE,FALSE,12,3757,VIC,7
1111,Male,96,4/03/1960,Director of Sales,,High Net Worth,FALSE,TRUE,18,3284,VIC,6
1112,Male,25,22/05/1981,,,Mass Customer,FALSE,TRUE,13,2204,NSW,11
1113,Male,45,24/06/1992,Recruiter,Property,Mass Customer,FALSE,FALSE,6,2037,NSW,12
1114,Female,96,3/06/1976,Structural Engineer,Retail,Mass Customer,FALSE,FALSE,14,4211,QLD,7
1115,Female,33,18/01/1970,Account Coordinator,,High Net Worth,FALSE,TRUE,17,2153,NSW,10
1116,Female,59,26/06/1974,Assistant Manager,Health,Mass Customer,FALSE,TRUE,16,2527,NSW,9
1117,Female,83,1/12/1975,Quality Engineer,,Affluent Customer,FALSE,FALSE,14,2747,NSW,9
1118,Female,95,19/12/1975,Sales Representative,Retail,Mass Customer,FALSE,TRUE,9,2152,NSW,8
1119,Male,43,9/10/1976,,Entertainment,Mass Customer,FALSE,TRUE,19,2118,NSW,11
1120,Female,87,31/08/1980,Web Developer IV,Retail,Affluent Customer,FALSE,FALSE,12,2168,NSW,9
1121,Female,30,21/01/1984,Registered Nurse,Health,Mass Customer,FALSE,TRUE,3,2067,NSW,11
1122,Female,59,19/12/1985,,,Mass Customer,FALSE,FALSE,11,3021,VIC,8
1123,Male,50,18/06/1962,,Property,Mass Customer,FALSE,FALSE,13,2573,NSW,7
1124,Male,36,3/02/1965,Health Coach III,Health,Affluent Customer,FALSE,TRUE,9,2118,NSW,11
1125,Male,25,19/01/1990,Software Test Engineer III,IT,Affluent Customer,FALSE,FALSE,9,2759,NSW,9
1126,Female,77,27/09/1973,Executive Secretary,,Mass Customer,FALSE,FALSE,14,3185,VIC,11
1127,Female,30,27/02/1991,Physical Therapy Assistant,Financial Services,Mass Customer,FALSE,FALSE,8,2206,NSW,10
1128,Female,47,12/04/1992,Financial Advisor,Financial Services,Mass Customer,FALSE,TRUE,8,4869,QLD,4
1130,Female,90,6/12/1964,Sales Associate,,Mass Customer,FALSE,FALSE,16,2062,NSW,12
1131,Male,16,7/08/1956,VP Marketing,,Mass Customer,FALSE,FALSE,15,4814,QLD,3
1132,Female,99,1/08/1985,Actuary,Financial Services,Affluent Customer,FALSE,TRUE,9,3076,VIC,7
1133,Male,88,26/01/1968,,Manufacturing,Affluent Customer,FALSE,FALSE,6,4815,QLD,4
1134,Male,22,30/09/1994,Administrative Assistant IV,Financial Services,Affluent Customer,FALSE,FALSE,3,2076,NSW,11
1135,Female,60,3/05/1980,Software Engineer IV,Financial Services,Mass Customer,FALSE,TRUE,11,2539,NSW,6
1136,Male,72,31/08/1977,Executive Secretary,Property,High Net Worth,FALSE,FALSE,7,2147,NSW,9
1137,Male,46,3/07/1977,Business Systems Development Analyst,,Mass Customer,FALSE,FALSE,18,3184,VIC,3
1138,Female,77,21/09/1991,Statistician I,Retail,Mass Customer,FALSE,TRUE,5,4503,QLD,6
1139,Male,52,15/09/1982,Editor,Manufacturing,Mass Customer,FALSE,TRUE,16,4127,QLD,2
1140,Female,32,25/02/1986,Executive Secretary,,Mass Customer,FALSE,TRUE,13,2206,NSW,10
1141,Female,70,19/09/1981,,Financial Services,High Net Worth,FALSE,TRUE,4,3162,VIC,11
1142,Male,95,7/05/1998,Desktop Support Technician,Telecommunications,Mass Customer,FALSE,FALSE,2,2526,NSW,9
1143,Male,64,6/03/1955,Office Assistant IV,Health,Mass Customer,FALSE,TRUE,6,2579,NSW,5
1144,Male,73,12/12/1996,Environmental Specialist,Health,High Net Worth,FALSE,TRUE,5,2177,NSW,9
1145,Female,80,26/09/1965,,Property,Mass Customer,FALSE,TRUE,14,3165,VIC,10
1146,Male,88,31/08/1992,Assistant Professor,Financial Services,High Net Worth,FALSE,FALSE,8,3201,VIC,4
1147,Male,71,9/07/1968,Health Coach II,Entertainment,High Net Worth,FALSE,TRUE,9,2768,NSW,9
1148,Male,60,28/09/1987,Statistician IV,Financial Services,High Net Worth,FALSE,FALSE,5,2160,NSW,5
1149,Female,29,30/09/1967,Developer III,,Affluent Customer,FALSE,TRUE,14,2148,NSW,7
1150,Female,64,26/09/1975,Information Systems Manager,Financial Services,Mass Customer,FALSE,TRUE,13,4502,QLD,4
1151,Female,27,6/04/1965,VP Product Management,Argiculture,High Net Worth,FALSE,TRUE,19,2166,NSW,9
1152,Male,47,23/06/1998,Business Systems Development Analyst,Financial Services,Mass Customer,FALSE,TRUE,3,4551,QLD,10
1153,Female,53,17/01/1995,Desktop Support Technician,Health,Mass Customer,FALSE,TRUE,3,4127,QLD,4
1154,Male,26,24/11/1974,Research Nurse,Health,Mass Customer,FALSE,TRUE,20,2222,NSW,11
1155,Female,73,15/01/1994,VP Marketing,Property,Mass Customer,FALSE,TRUE,9,2710,NSW,1
1156,Female,22,16/10/1997,Marketing Assistant,Argiculture,Mass Customer,FALSE,TRUE,1,4510,QLD,3
1157,Male,69,3/04/1974,Research Nurse,Health,Affluent Customer,FALSE,TRUE,17,2090,NSW,12
1158,Male,85,17/02/1985,Senior Quality Engineer,,Mass Customer,FALSE,TRUE,19,3038,VIC,4
1159,Male,94,28/01/1993,Librarian,Entertainment,Mass Customer,FALSE,FALSE,1,3551,VIC,8
1160,Female,98,8/04/1965,Speech Pathologist,IT,Affluent Customer,FALSE,FALSE,10,2250,NSW,7
1161,Female,86,14/01/1977,Senior Quality Engineer,Retail,Mass Customer,FALSE,FALSE,15,4122,QLD,7
1162,Male,29,13/04/1990,Marketing Assistant,,Mass Customer,FALSE,TRUE,7,3031,VIC,10
1163,Male,77,13/11/1981,Cost Accountant,Financial Services,High Net Worth,FALSE,TRUE,8,3145,VIC,9
1164,Female,97,9/01/1977,Food Chemist,Health,Mass Customer,FALSE,TRUE,17,3142,VIC,9
1165,Female,58,23/06/1993,Administrative Assistant IV,Financial Services,High Net Worth,FALSE,FALSE,2,2710,NSW,1
1166,Female,40,5/12/1972,Quality Control Specialist,Health,Affluent Customer,FALSE,FALSE,8,2576,NSW,8
1167,Female,20,3/06/1996,Software Test Engineer III,Health,Mass Customer,FALSE,FALSE,4,4209,QLD,6
1168,Male,44,16/02/1965,Pharmacist,Health,Affluent Customer,FALSE,FALSE,18,3442,VIC,8
1169,Female,33,9/08/1967,Actuary,Financial Services,Mass Customer,FALSE,TRUE,13,2153,NSW,10
1170,Female,62,30/11/1964,Assistant Professor,IT,Mass Customer,FALSE,TRUE,4,4064,QLD,9
1171,Female,32,15/08/1971,Human Resources Manager,,Affluent Customer,FALSE,TRUE,8,4152,QLD,8
1172,Male,48,12/04/1974,Recruiter,,Mass Customer,FALSE,TRUE,17,2230,NSW,9
1173,Female,58,2/03/1978,Statistician IV,Retail,High Net Worth,FALSE,FALSE,16,2127,NSW,7
1175,Male,8,22/09/1985,Human Resources Manager,,Mass Customer,FALSE,FALSE,8,2170,NSW,9
1176,Female,7,16/01/1976,Software Engineer IV,,Affluent Customer,FALSE,TRUE,7,2212,NSW,9
1177,Female,47,31/08/1953,Food Chemist,Health,Affluent Customer,FALSE,TRUE,6,2150,NSW,8
1178,Male,1,26/05/1970,Pharmacist,Health,Mass Customer,FALSE,FALSE,13,2118,NSW,9
1179,Male,56,15/08/1988,Media Manager IV,Financial Services,High Net Worth,FALSE,TRUE,13,4012,QLD,8
1180,Female,48,17/08/1975,Account Representative I,Financial Services,Affluent Customer,FALSE,FALSE,10,2747,NSW,8
1181,Female,2,6/06/1978,Tax Accountant,Argiculture,Mass Customer,FALSE,FALSE,8,4217,QLD,8
1182,Female,84,11/01/1975,Data Coordiator,IT,Mass Customer,FALSE,TRUE,7,2430,NSW,3
1183,Male,50,14/11/1958,Media Manager II,,Affluent Customer,FALSE,FALSE,6,3039,VIC,6
1184,Female,89,7/10/1968,Social Worker,Health,Mass Customer,FALSE,FALSE,13,2017,NSW,9
1185,Female,17,23/07/2000,VP Product Management,,Mass Customer,FALSE,TRUE,2,2213,NSW,10
1186,Male,70,28/05/1977,Help Desk Operator,Manufacturing,Affluent Customer,FALSE,TRUE,20,2061,NSW,10
1187,Male,65,21/10/1998,,Financial Services,Mass Customer,FALSE,FALSE,1,3644,VIC,1
1188,Female,14,23/02/1984,Statistician IV,,Affluent Customer,FALSE,TRUE,4,2104,NSW,11
1189,Male,22,29/08/1988,Geologist I,Health,High Net Worth,FALSE,TRUE,8,3173,VIC,9
1190,Female,67,7/09/1968,Assistant Professor,Financial Services,Affluent Customer,FALSE,TRUE,10,2830,NSW,2
1191,Female,20,22/05/1996,Director of Sales,,Mass Customer,FALSE,TRUE,1,2044,NSW,10
1192,Female,31,12/12/1969,VP Quality Control,Manufacturing,Mass Customer,FALSE,FALSE,16,2168,NSW,9
1193,Male,58,21/01/1986,Safety Technician I,Retail,High Net Worth,FALSE,FALSE,5,2320,NSW,5
1194,Female,69,25/03/1992,Junior Executive,Telecommunications,Affluent Customer,FALSE,FALSE,3,4118,QLD,4
1195,Female,0,22/03/1978,VP Marketing,Telecommunications,Mass Customer,FALSE,FALSE,18,3043,VIC,8
1196,Female,23,19/03/1998,Research Nurse,Health,Mass Customer,FALSE,FALSE,2,2251,NSW,10
1197,Female,44,16/10/1997,Professor,Financial Services,High Net Worth,FALSE,TRUE,5,2560,NSW,8
1198,Female,73,30/09/1973,Sales Representative,Retail,High Net Worth,FALSE,FALSE,7,2873,NSW,1
1199,Male,7,14/06/1958,VP Accounting,Financial Services,Affluent Customer,FALSE,TRUE,5,2541,NSW,7
1200,Female,38,30/04/1974,Librarian,Entertainment,High Net Worth,FALSE,FALSE,18,4350,QLD,3
1201,Female,42,28/11/1955,,Manufacturing,Mass Customer,FALSE,FALSE,10,2761,NSW,9
1203,Female,38,6/05/1988,Technical Writer,Health,Affluent Customer,FALSE,FALSE,22,4017,QLD,6
1204,Female,12,24/03/1971,Senior Developer,Manufacturing,Affluent Customer,FALSE,TRUE,16,2222,NSW,10
1205,Male,38,5/06/1978,Business Systems Development Analyst,Manufacturing,Affluent Customer,FALSE,FALSE,13,2222,NSW,10
1206,Female,13,7/05/1978,Paralegal,Financial Services,Mass Customer,FALSE,FALSE,13,3429,VIC,5
1207,Female,30,25/09/1997,Engineer IV,Health,Mass Customer,FALSE,FALSE,1,2321,NSW,4
1208,Female,23,26/12/1983,Budget/Accounting Analyst IV,Financial Services,Mass Customer,FALSE,FALSE,15,2079,NSW,10
1209,Male,40,6/09/1977,Senior Developer,Property,High Net Worth,FALSE,TRUE,11,3072,VIC,9
1211,Male,45,23/07/1978,VP Sales,Financial Services,Affluent Customer,FALSE,TRUE,14,2007,NSW,8
1212,Female,28,24/10/1968,Legal Assistant,Property,Affluent Customer,FALSE,FALSE,13,2620,NSW,9
1213,Male,80,21/10/1973,Accounting Assistant II,,High Net Worth,FALSE,FALSE,15,3034,VIC,10
1214,Male,0,1/05/1989,Internal Auditor,Property,High Net Worth,FALSE,FALSE,15,2086,NSW,11
1215,Female,79,26/02/1967,VP Quality Control,Manufacturing,Mass Customer,FALSE,FALSE,11,2231,NSW,10
1216,Female,15,25/06/1959,Software Test Engineer I,Telecommunications,Affluent Customer,FALSE,TRUE,10,3175,VIC,7
1217,Female,67,19/08/1968,Structural Engineer,Manufacturing,High Net Worth,FALSE,FALSE,16,2580,NSW,4
1218,Female,12,9/01/1982,,,Mass Customer,FALSE,TRUE,7,3037,VIC,7
1219,Male,93,4/11/1971,,Financial Services,Mass Customer,FALSE,FALSE,14,3550,VIC,4
1220,Male,12,8/06/1987,Editor,,High Net Worth,FALSE,FALSE,14,3218,VIC,7
1221,Male,75,25/09/1995,VP Product Management,Health,High Net Worth,FALSE,TRUE,14,2020,NSW,9
1222,Female,83,1/11/1970,Account Executive,Property,Mass Customer,FALSE,FALSE,19,3930,VIC,9
1224,Female,9,4/04/1977,Junior Executive,Manufacturing,Mass Customer,FALSE,FALSE,16,2259,NSW,6
1225,Male,5,22/01/1988,Clinical Specialist,Health,Mass Customer,FALSE,TRUE,10,3130,VIC,10
1226,Female,32,16/03/1981,Director of Sales,Health,Mass Customer,FALSE,TRUE,13,3029,VIC,7
1227,Female,63,30/09/1989,Software Engineer I,IT,Affluent Customer,FALSE,TRUE,12,2285,NSW,7
1228,Female,43,27/04/1962,Senior Cost Accountant,Financial Services,Affluent Customer,FALSE,FALSE,6,2830,NSW,4
1229,Male,38,8/01/2000,GIS Technical Architect,Manufacturing,Affluent Customer,FALSE,TRUE,1,2119,NSW,11
1230,Male,61,24/07/1985,,Financial Services,Mass Customer,FALSE,TRUE,10,2153,NSW,9
1231,Female,94,28/07/1973,Social Worker,Health,Affluent Customer,FALSE,FALSE,18,2120,NSW,10
1232,Male,83,12/09/1959,Help Desk Operator,Property,Affluent Customer,FALSE,FALSE,20,4573,QLD,8
1233,Female,17,7/07/1978,,Retail,Affluent Customer,FALSE,TRUE,16,2085,NSW,11
1234,Male,87,19/04/1965,Geologist I,,Mass Customer,FALSE,FALSE,17,2763,NSW,9
1235,Female,24,28/02/1969,Dental Hygienist,Health,Mass Customer,FALSE,FALSE,9,2852,NSW,2
1236,Male,75,21/05/1974,Web Designer IV,Financial Services,High Net Worth,FALSE,TRUE,18,3030,VIC,7
1237,Female,6,31/12/1969,Research Nurse,Health,High Net Worth,FALSE,FALSE,16,3677,VIC,4
1238,Male,24,1/06/1978,Graphic Designer,,Affluent Customer,FALSE,TRUE,6,3030,VIC,5
1239,Male,9,28/02/1978,,,Mass Customer,FALSE,TRUE,17,4122,QLD,7
1240,Female,64,13/05/1965,Sales Associate,Manufacturing,Mass Customer,FALSE,TRUE,19,2760,NSW,8
1241,Female,23,22/03/1986,Pharmacist,Health,Affluent Customer,FALSE,TRUE,11,2750,NSW,9
1242,Male,36,4/02/1973,Human Resources Assistant III,Property,High Net Worth,FALSE,TRUE,18,3806,VIC,7
1243,Male,73,9/08/1953,Research Assistant II,Retail,Mass Customer,FALSE,FALSE,8,2155,NSW,11
1245,Male,34,31/05/1994,Product Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,1,2155,NSW,10
1246,Male,94,10/08/1993,,,High Net Worth,FALSE,FALSE,6,4873,QLD,2
1247,Female,15,5/10/1960,Geologist I,Entertainment,Affluent Customer,FALSE,FALSE,11,4820,QLD,1
1248,Female,31,18/12/1963,General Manager,,Affluent Customer,FALSE,TRUE,7,4873,QLD,2
1249,Male,11,31/10/1967,,Telecommunications,Mass Customer,FALSE,FALSE,16,4817,QLD,2
1250,Female,42,2/11/2001,Help Desk Technician,Manufacturing,Mass Customer,FALSE,FALSE,1,4818,QLD,7
1251,Male,63,1/10/1997,Desktop Support Technician,Property,Mass Customer,FALSE,FALSE,2,4519,QLD,6
1252,Male,46,16/01/1965,Recruiting Manager,Manufacturing,Mass Customer,FALSE,TRUE,14,4806,QLD,4
1254,Male,60,18/12/1958,Graphic Designer,Retail,Mass Customer,FALSE,TRUE,5,4701,QLD,1
1255,Male,5,20/05/1982,,Health,Affluent Customer,FALSE,FALSE,11,2478,NSW,9
1256,Male,8,11/05/1986,Food Chemist,Health,High Net Worth,FALSE,FALSE,9,4560,QLD,6
1257,Male,40,19/06/1972,Assistant Professor,Property,Affluent Customer,FALSE,TRUE,9,4740,QLD,2
1258,Male,89,21/04/1978,Geological Engineer,Manufacturing,Mass Customer,FALSE,FALSE,6,4720,QLD,1
1259,Female,23,24/11/1973,Assistant Professor,Financial Services,Mass Customer,FALSE,FALSE,9,4702,QLD,1
1260,Male,92,1/10/1989,Tax Accountant,Property,Mass Customer,FALSE,FALSE,9,4702,QLD,2
1261,Female,61,16/02/1971,Legal Assistant,Manufacturing,Mass Customer,FALSE,FALSE,4,4127,QLD,2
1262,Female,90,7/12/1967,Technical Writer,,High Net Worth,FALSE,TRUE,19,4670,QLD,3
1263,Male,41,16/06/1973,Nurse,Manufacturing,Affluent Customer,FALSE,FALSE,8,4670,QLD,1
1264,Male,48,28/02/1994,,Health,Mass Customer,FALSE,TRUE,7,4670,QLD,2
1265,Male,72,22/07/1987,Biostatistician I,Property,Mass Customer,FALSE,TRUE,2,4655,QLD,3
1267,Male,39,3/06/1979,Safety Technician IV,Entertainment,Affluent Customer,FALSE,TRUE,19,4655,QLD,3
1268,Male,20,6/12/1989,,Financial Services,High Net Worth,FALSE,TRUE,2,4551,QLD,9
1269,Male,56,25/08/1990,Account Coordinator,Property,High Net Worth,FALSE,TRUE,7,4702,QLD,6
1270,Male,72,27/02/1983,Paralegal,Financial Services,Affluent Customer,FALSE,FALSE,10,4702,QLD,6
1271,Female,71,11/07/1994,Accounting Assistant II,Telecommunications,Mass Customer,FALSE,TRUE,6,4506,QLD,4
1272,Female,2,4/04/1985,,Manufacturing,Affluent Customer,FALSE,FALSE,17,4503,QLD,5
1273,Male,48,31/07/1974,General Manager,Financial Services,Affluent Customer,FALSE,TRUE,14,4503,QLD,2
1274,Male,12,16/11/1977,Mechanical Systems Engineer,Manufacturing,Mass Customer,FALSE,FALSE,20,4512,QLD,7
1275,Female,70,10/01/1966,General Manager,Health,Mass Customer,FALSE,TRUE,8,4511,QLD,2
1276,Male,24,7/06/1964,Dental Hygienist,Health,Affluent Customer,FALSE,FALSE,4,4500,QLD,8
1277,Male,26,26/12/1972,Help Desk Technician,,Mass Customer,FALSE,TRUE,9,4380,QLD,1
1278,Female,14,15/11/1998,Pharmacist,Health,Affluent Customer,FALSE,FALSE,2,4370,QLD,4
1279,Male,30,12/08/1962,Staff Accountant I,Financial Services,Mass Customer,FALSE,FALSE,20,4817,QLD,3
1280,Male,71,24/01/1978,Marketing Assistant,Manufacturing,High Net Worth,FALSE,TRUE,15,4350,QLD,7
1281,Male,29,7/07/1968,Administrative Assistant III,Manufacturing,Affluent Customer,FALSE,TRUE,16,4213,QLD,8
1282,Male,99,15/11/1980,Programmer Analyst III,Entertainment,Affluent Customer,FALSE,TRUE,14,4340,QLD,5
1283,Female,43,23/08/1994,Clinical Specialist,Health,Mass Customer,FALSE,FALSE,1,4122,QLD,7
1284,Male,30,28/01/1976,Junior Executive,Entertainment,Affluent Customer,FALSE,FALSE,11,4306,QLD,8
1285,Male,44,23/05/1973,Office Assistant III,Manufacturing,Mass Customer,FALSE,TRUE,12,4306,QLD,6
1286,Female,83,28/06/1975,Senior Quality Engineer,Manufacturing,High Net Worth,FALSE,TRUE,16,4306,QLD,8
1287,Male,72,23/10/1960,Systems Administrator I,Financial Services,Mass Customer,FALSE,TRUE,20,4306,QLD,4
1288,Female,51,7/10/1979,Desktop Support Technician,Financial Services,Affluent Customer,FALSE,TRUE,18,4306,QLD,7
1289,Male,35,16/07/1973,,,Mass Customer,FALSE,TRUE,8,4306,QLD,1
1290,Male,49,8/08/1967,VP Marketing,Financial Services,High Net Worth,FALSE,TRUE,6,4305,QLD,5
1291,Male,0,16/08/1980,Quality Engineer,Health,Mass Customer,FALSE,FALSE,12,4304,QLD,2
1292,Female,56,2/06/1961,,,Affluent Customer,FALSE,FALSE,20,4301,QLD,3
1293,Male,89,7/10/1980,Quality Engineer,IT,Mass Customer,FALSE,FALSE,8,4300,QLD,6
1294,Female,31,28/09/1974,,Manufacturing,Mass Customer,FALSE,TRUE,15,4212,QLD,7
1295,Male,66,25/01/1997,Nurse,Argiculture,Mass Customer,FALSE,TRUE,5,4209,QLD,7
1296,Female,61,11/03/1989,Paralegal,Financial Services,Affluent Customer,FALSE,TRUE,9,4211,QLD,6
1297,Male,91,12/02/1981,Social Worker,Health,Mass Customer,FALSE,FALSE,3,4210,QLD,7
1298,Male,35,6/04/1974,Research Nurse,Health,Mass Customer,FALSE,FALSE,16,4205,QLD,5
1299,Female,72,17/01/1977,Media Manager IV,,Affluent Customer,FALSE,FALSE,12,4051,QLD,8
1300,Female,0,10/03/1991,Physical Therapy Assistant,Financial Services,Affluent Customer,FALSE,TRUE,9,4165,QLD,9
1302,Female,29,3/05/1998,Biostatistician I,Financial Services,Affluent Customer,FALSE,TRUE,2,4053,QLD,7
1303,Male,64,27/04/1972,,Argiculture,Mass Customer,FALSE,FALSE,15,4217,QLD,1
1304,Male,23,16/11/1977,Administrative Assistant III,,High Net Worth,FALSE,FALSE,11,4130,QLD,7
1305,Male,97,1/03/1970,Executive Secretary,Financial Services,High Net Worth,FALSE,TRUE,6,4124,QLD,4
1306,Male,13,12/04/1956,Occupational Therapist,Health,Affluent Customer,FALSE,TRUE,13,4208,QLD,7
1307,Female,73,6/09/1970,Dental Hygienist,Health,High Net Worth,FALSE,TRUE,10,4123,QLD,6
1308,Male,34,27/08/1976,Analog Circuit Design manager,,Affluent Customer,FALSE,TRUE,18,4118,QLD,7
1309,Male,95,22/03/1977,VP Marketing,,Mass Customer,FALSE,FALSE,13,4115,QLD,8
1310,Male,38,20/12/1986,Geological Engineer,Manufacturing,High Net Worth,FALSE,TRUE,13,4164,QLD,9
1311,Female,89,6/10/1984,VP Accounting,Financial Services,Mass Customer,FALSE,TRUE,13,4127,QLD,7
1312,Female,96,16/07/1994,Food Chemist,Health,Affluent Customer,FALSE,FALSE,8,4115,QLD,8
1313,Male,59,9/02/1986,Analyst Programmer,Property,Mass Customer,FALSE,FALSE,22,4152,QLD,4
1314,Female,25,23/02/1970,Clinical Specialist,Health,Mass Customer,FALSE,TRUE,6,2452,NSW,8
1315,Female,46,24/06/1973,,IT,Mass Customer,FALSE,TRUE,12,3931,VIC,10
1316,Male,79,6/03/1990,Recruiter,Retail,High Net Worth,FALSE,TRUE,18,4280,QLD,7
1317,Male,2,18/01/1973,General Manager,Retail,Mass Customer,FALSE,TRUE,5,4300,QLD,2
1318,Female,10,17/08/1966,Senior Developer,Financial Services,Mass Customer,FALSE,TRUE,4,4055,QLD,6
1319,Male,20,18/07/1955,,Entertainment,Mass Customer,FALSE,TRUE,12,4128,QLD,2
1321,Female,29,5/07/1994,Editor,Argiculture,Affluent Customer,FALSE,FALSE,8,4370,QLD,6
